,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0,0.5009511113166809,0.03989850729703903,3742.462194610083,4938.789401297502,7910.616503021148,0.06273307685045318,-400.26708984375,111.72962951660156,15.541207313537598,19.771068572998047,20.889610290527344,16.428546905517578,-2.5646345615386963,8.598214149475098,-10.104219436645508,-4.916935443878174,-0.9161373376846312,2.122042179107666,5.868845939636231,2.7446417808532715,-0.8919205665588379,4.5220680236816415,8.626313209533691,2.7648472785949707,-7.484288692474365,-1.8948305845260618,clean
1,0.6239092350006104,0.02141860127449036,3438.4302942421587,5744.431153618871,9162.3046875,0.0254425048828125,-504.8099670410156,110.04118347167969,21.81112670898437,7.5460143089294425,20.76717758178711,14.479673385620115,10.972417831420898,14.375038146972654,-0.17892780900001526,4.546236038208008,5.6991028785705575,6.892823696136475,8.294835090637207,6.6383256912231445,-0.5655005574226379,2.2228217124938965,7.989630699157715,1.5308886766433716,-3.779391050338745,-0.642943263053894,clean
2,0.5968364477157593,0.037282589823007584,3165.145532754714,4749.119953220637,7437.815656565655,0.03729679608585858,-414.09033203125,112.13873291015624,3.4426486492156982,22.358448028564453,34.19785690307617,20.29778289794922,3.82875919342041,14.403693199157715,-14.427254676818848,-6.689832210540772,7.4846272468566895,6.538331508636475,1.1771496534347534,4.997971534729004,0.8451058864593506,3.901128053665161,6.294449806213379,8.799038887023926,3.621525764465332,-0.7063671350479126,clean
3,0.5260703563690186,0.04916872456669808,3409.50289499314,4668.678785850726,7389.508928571428,0.045978399934668984,-386.4562377929688,114.90079498291016,6.980666160583496,19.01458168029785,39.01136779785156,21.46718406677246,1.0563678741455078,15.356889724731445,-13.378934860229492,-10.652695655822754,4.788107395172119,7.07537317276001,-4.898402690887451,1.2337363958358765,3.8911995887756343,4.473714351654053,6.51557207107544,5.837880611419678,5.154695987701416,2.0490093231201167,clean
4,0.6312550902366638,0.05097346752882004,3315.198816321229,5179.538509269116,8070.8816225165565,0.03314491928807947,-411.4943237304688,109.70277404785156,16.917730331420902,15.790964126586914,26.87601661682129,21.011926651000977,5.3616909980773935,13.624692916870115,-8.084295272827147,-5.176362991333008,9.909053802490234,9.63173770904541,1.576864242553711,6.904752731323242,5.887009143829347,5.196393489837647,6.854872226715088,7.539001941680907,5.716057300567628,2.0888090133666988,clean
5,0.4570538997650146,0.03811528906226158,3166.3489403695435,4433.157428446521,6099.7683977035485,0.051133954201461385,-393.8740234375,125.28010559082031,7.3743934631347665,18.26390647888184,21.123809814453125,20.939453125,-9.175591468811037,10.258721351623537,-4.6918044090271,-6.3298091888427725,-2.714696884155273,-1.7022684812545776,2.381671667098999,0.8682043552398682,-0.9346081614494324,-2.0007278919219966,6.3430423736572275,3.039937734603882,-2.650902271270752,-1.859907984733581,clean
6,0.5208152532577515,0.038368355482816696,3762.127030974154,4894.8575282427255,7743.65625,0.0574921875,-384.4674682617188,104.4841079711914,5.593397617340088,19.852357864379886,20.01785659790039,20.4228630065918,-6.647850513458253,5.423929691314697,-2.901253223419189,-3.2291085720062256,1.364583969116211,0.7697225213050842,1.5772980451583862,3.000627279281616,1.170732498168945,3.790030241012573,4.8778953552246085,5.71980094909668,-3.696265697479248,-2.1054039001464844,clean
7,0.6221940517425537,0.046136677265167236,3109.8955303274474,5187.513798320599,7971.243351063829,0.02635939577792553,-436.5994567871094,99.89633178710938,18.554323196411133,23.38583755493164,32.00851821899414,17.640567779541016,5.9772281646728525,16.386186599731445,-4.2744712829589835,-0.4277574121952057,5.094895839691162,5.748005390167236,3.525775909423828,6.624978065490723,4.529036045074463,6.13367223739624,5.677615642547607,3.8949618339538574,4.0294103622436515,2.084088087081909,clean
8,0.5367572903633118,0.05894681811332704,2759.7263580871763,4503.579490356944,5822.858537946428,0.03252519880022321,-384.909912109375,114.54435729980469,10.569981575012207,17.920732498168945,41.09603500366211,26.74519157409668,-0.03532341495156288,4.92117977142334,-14.501622200012207,-8.209052085876465,8.476335525512695,8.898344993591309,-4.489514350891113,1.6462517976760864,7.244619846343994,2.966310739517212,1.9563933610916135,5.354311943054199,6.919521808624268,-0.5563380718231201,clean
9,0.5089201331138611,0.03830038383603096,3204.227891173455,4535.081199513732,6891.482469512195,0.047672923018292686,-414.2089538574219,126.11721801757812,14.723804473876953,11.569047927856445,26.50739479064941,14.053610801696776,0.4385971426963806,10.76480770111084,-14.70809841156006,-11.831852912902832,4.421064376831055,8.924012184143066,-4.984284400939941,0.2434215992689133,8.099583625793457,5.38408899307251,4.0469393730163565,3.7765722274780273,4.955933570861816,0.7440556287765503,clean
